ImageNumber,ObjectNumber,Metadata_C,Metadata_ChannelName,Metadata_ColorFormat,Metadata_Concentration,Metadata_Concentration,Metadata_Experiment_Number,Metadata_FileLocation,Metadata_Frame,Metadata_LPS,Metadata_Plate,Metadata_Series,Metadata_Site,Metadata_SizeC,Metadata_SizeT,Metadata_SizeX,Metadata_SizeY,Metadata_SizeZ,Metadata_T,Metadata_Well,Metadata_Z,Intensity_IntegratedIntensity_GFP,Intensity_IntegratedIntensity_GFP_aftermath,Intensity_MeanIntensity_GFP,Intensity_MeanIntensity_GFP_aftermath
60,22,nan,nan,nan,100ugmL,100ugmL,3,nan,0,041GFP_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan,11.901961099356413,0.0,0.023429057282197664,0.0
60,23,nan,nan,nan,100ugmL,100ugmL,3,nan,0,041GFP_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan,11.337255232036114,0.008073817007243633,0.020956109486203536,1.4923876168657362e-05
60,24,nan,nan,nan,100ugmL,100ugmL,3,nan,0,041GFP_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan,22.882353617809713,3.9100345075130463,0.04057154896774772,0.006932685297008947
60,25,nan,nan,nan,100ugmL,100ugmL,3,nan,0,041GFP_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan,22.63921632990241,0.09342559706419706,0.020904170203049317,8.626555592261964e-05
60,26,nan,nan,nan,100ugmL,100ugmL,3,nan,0,041GFP_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan,21.36078493576497,0.7635524654760957,0.031505582501128275,0.0011261835773983713
60,27,nan,nan,nan,100ugmL,100ugmL,3,nan,0,041GFP_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan,24.368628054857254,4.848904108628631,0.04597854349973067,0.009148875676657793
61,1,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,34.60784404352307,5.478661977685988,0.03879803143892721,0.006141997732831825
61,2,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,78.63529621716589,5.042675749398768,0.035136414752978504,0.0022532063223408257
61,3,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,50.73333477508277,3.7289503579959273,0.02839022651095846,0.0020867097694437196
61,4,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,11.690196403302252,0.02191464602947235,0.022699410491849033,4.2552710736839515e-05
61,5,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,16.17647102382034,0.02191464602947235,0.028580337497915796,3.871845588245999e-05
61,6,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,35.85882450453937,1.9100345326587558,0.03735294219222851,0.0019896193048528706
61,7,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,14.047059215605259,0.30334484577178955,0.023179965702318908,0.0005005690524286956
61,8,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,25.305883047170937,0.3921568375080824,0.03037921134114158,0.00047077651561594524
61,9,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,24.258824209682643,0.0,0.02781975253403973,0.0
61,10,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,70.49804088193923,18.30334452725947,0.060254735796529256,0.01564388421133288
61,11,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,42.72941289655864,0.32179927825927734,0.027585160036513002,0.0002077464675657052
61,12,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,16.7058828137815,0.008073817007243633,0.029257237852507004,1.4139784601127203e-05
61,13,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,16.266667106188834,0.04498269408941269,0.025456443045678925,7.039545240909655e-05
61,14,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,59.78823690023273,1.7843136442825198,0.03016560893049078,0.0009002591545320483
61,15,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,63.91372723132372,0.8881199341267347,0.025162884736741623,0.0003496535173727302
61,16,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,14.972549423575401,0.0,0.022018455034669707,0.0
61,17,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,11.627451300621033,0.0,0.027040584420048912,0.0
61,18,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,46.20392278302461,2.377162559889257,0.03492359998716902,0.001796797097421963
61,19,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,19.211765223182738,0.0,0.02668300725442047,0.0
61,20,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,39.14902069140226,0.19607843458652496,0.0244375909434471,0.00012239602658334892
61,21,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,13.690196469426155,0.031141865998506546,0.025977602408778284,5.909272485485113e-05
61,22,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,15.862745524384081,0.0,0.028225525844099788,0.0
61,23,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,18.639216187410057,0.4325259327888489,0.026935283507818,0.0006250374751283944
61,24,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,38.39607946947217,0.3448673514649272,0.027863628062026247,0.0002502665830659849
61,25,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,28.3921576468274,0.016147634014487267,0.025170352523783156,1.4315278381637648e-05
61,26,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,41.000001115724444,5.136101323179901,0.05157232844745213,0.006460504809031322
61,27,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,25.576471271924675,0.2076124381273985,0.026259210751462706,0.00021315445392956723
61,28,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,19.627451488748193,0.16724334936589003,0.02585961987977364,0.0002203469688615152
61,29,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,21.443137848749757,0.03921568300575018,0.027848230972402282,5.0929458449026205e-05
61,30,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,15.364706309512258,0.031141865998506546,0.02690841735466245,5.453916987479255e-05
61,31,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,20.721569219604135,0.08419837802648544,0.025301061318197968,0.0001028063223766611
61,32,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,14.38823568355292,0.008073817007243633,0.025420911101683607,1.4264694359087691e-05
62,1,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,14.305882760323584,0.24567473586648703,0.022042962650729712,0.00037854350672802316
62,2,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,12.76078466605395,0.3886966407299042,0.020223113575362838,0.0006160010154198165
62,3,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,10.949019896797836,0.06805074214935303,0.022390633735782896,0.00013916307188006755
62,4,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,11.866666996851563,0.6424452066421509,0.019453552453855022,0.0010531888633477883
62,5,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,9.101961084641516,0.0,0.021619860058530917,0.0
62,6,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,13.207843523472548,0.4244521139189601,0.02662871678119465,0.0008557502296753228
62,7,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,12.043137612752616,0.3783160336315632,0.024678560681870115,0.0007752377738351704
62,8,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,25.223529933020473,9.878892678767443,0.05798512628280569,0.022710098112109063
62,9,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,14.552941596135497,0.37139561772346497,0.01870558045775771,0.00047737225928465933
62,10,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,13.431372929364443,0.0,0.021218598624588376,0.0
62,11,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,29.97647137288004,4.52479799464345,0.03664605302308074,0.005531537890762163
62,12,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,17.756863239221275,2.2272202419117093,0.035656351885986495,0.0044723298030355605
62,13,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,21.25490253791213,0.656285997480154,0.02426358737204581,0.0007491849286303128
62,14,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,10.454902251251042,0.054209914058446884,0.02041973095947469,0.00010587873839540407
62,15,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,17.945098563097417,0.14532870426774025,0.018615247472092755,0.00015075591729018698
62,16,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,13.537255276925862,0.0922721941024065,0.02350217930021851,0.00016019478142778907
62,17,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,7.823529643006623,0.06805074214935303,0.017541546284768214,0.00015258013934832518
62,18,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,12.827451336197555,0.0,0.020264536076141478,0.0
62,19,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,26.282353684306145,0.0,0.02066222773923439,0.0
62,20,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,13.419608222320676,0.3575547877699137,0.02575740541712222,0.0006862855811322719
62,21,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,14.223529811948538,0.257208738476038,0.02061381132166455,0.00037276628764643186
62,22,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,12.839216041378677,0.237600926309824,0.02047721856679215,0.00037894884578919296
62,23,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,17.184314214624465,0.41637831181287766,0.020360561865668796,0.0004933392320057793
62,24,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,10.274510134011507,0.5605536550283432,0.018783382329088678,0.001024778162757483
62,25,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,6.149019789882004,0.0,0.016529623091080657,0.0
62,26,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,8.79215712286532,0.0,0.01854885468958928,0.0
62,27,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,16.149020053446293,0.23990771174430847,0.02122078850649973,0.0003152532348808259
62,28,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,15.125490602105856,0.09803920611739159,0.021393904670588198,0.00013866931558329787
62,29,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,21.874510413967073,0.4382929168641567,0.022366575065406007,0.0004481522667322666
62,30,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,11.905882708728313,0.12226065993309021,0.02204793094208947,0.0002264086295057226
62,31,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,18.152941642329097,2.8650517873466015,0.02763004816184033,0.004360809417574736
63,1,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,16.84705929644406,0.029988463036715984,0.021822615668968988,3.884515937398443e-05
63,2,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,38.9137265952304,1.0795847130939364,0.02734625902686606,0.0007586681047743756
63,3,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,47.23529540095478,7.414071428589523,0.04136190490451382,0.0064921816362430145
63,4,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,59.772550193592906,27.787774019874632,0.0532732176413484,0.02476628700523586
63,5,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,10.24705912079662,0.0,0.022324747539861918,0.0
63,6,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,10.847059107385576,0.16032294929027557,0.02499322374973635,0.00036940771725869946
63,7,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,9.905882618390024,0.06805074214935303,0.023198788333466096,0.00015936941955351996
63,8,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,10.419608138501644,0.0,0.02331008532103276,0.0
63,9,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,8.086274736560881,0.0,0.019253035087049716,0.0
63,10,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,18.27451033703983,0.13725490868091583,0.023982297030235994,0.0001801245520746927
63,11,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,20.470588791184127,0.008073817007243633,0.023130608803597883,9.12295707033179e-06
63,12,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,16.345098482444882,0.45674740336835384,0.03448333013174026,0.0009636021168108731
63,13,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,10.843137562274933,0.06805074214935303,0.025216598982034728,0.00015825753988221635
63,14,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,9.858823804184794,0.0,0.02416378383378626,0.0
63,15,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,22.580392750911415,0.0,0.02394527333076502,0.0
63,16,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,12.65882387664169,0.008073817007243633,0.02434389207046479,1.552657116777622e-05
63,17,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,25.458824244327843,0.4555939920246601,0.025509843932192227,0.0004565070060367336
63,18,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,14.321569002233446,0.9700115248560905,0.035983841714154384,0.002437214886573092
63,19,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,18.10588284768164,0.10034601390361786,0.022889864535627864,0.00012685968887941575
63,20,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,9.98823556676507,0.0,0.024784703639615557,0.0
63,21,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,12.113725825212896,0.04498269408941269,0.025884029541053195,9.611686771242028e-05
63,22,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,36.58039313275367,1.276816583238542,0.026166232569923942,0.0009133165831463105
63,23,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,10.576470891013741,0.0,0.024539375617201258,0.0
63,24,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,38.75294223893434,6.426758838817477,0.04057899710883177,0.00672959040713872
63,25,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,15.141176879405975,0.1672433540225029,0.02566301166001013,0.00028346331190254727
63,26,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,35.890196996741,9.91234129294753,0.055130870962735785,0.01522633071113292
63,27,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,23.650981036014855,0.7497116085141897,0.031409005359913485,0.0009956329462339837
63,28,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,51.43529543187469,15.720876261591911,0.06922650798368062,0.02115864907347498
63,29,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,12.666667010635138,0.0,0.025384102225721718,0.0
64,1,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,16.56470635626465,0.09111879020929337,0.025882353681663518,0.00014237310970202088
64,2,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,72.04706044960767,30.003460058011115,0.07056519142958635,0.029386346775720974
64,3,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,28.87843215931207,0.18108420446515083,0.026764070583236394,0.0001678259540918914
64,4,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,11.760784631595016,0.0,0.025237735260933508,0.0
64,5,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,27.074510569684207,0.2641291795298457,0.023340095318693282,0.00022769756856021184
64,6,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,75.87843328621238,13.32295251917094,0.03467935707779359,0.006089100785727121
64,7,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,11.356863047927618,0.03921568300575018,0.023272260344113973,8.036000615932413e-05
64,8,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,36.776471538469195,2.6539791580289602,0.05666636600688628,0.004089336144882836
64,9,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,20.75686332490295,0.3183390907943249,0.028087771752236743,0.0004307700822656629
64,10,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,40.32549132872373,0.05997692607343197,0.02379085034142993,3.538461715246724e-05
64,11,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,45.737256076186895,7.806228145956993,0.036914653814517265,0.006300426267923319
64,12,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,23.196079046465456,0.20415223017334938,0.025378642282784962,0.00022336130215902557
64,13,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,66.01176588516682,30.800461187958717,0.047904039103894645,0.022351568351203714
64,14,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,10.047059087082744,0.0,0.025055010192226293,0.0
64,15,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,19.639216165058315,0.9354094453155994,0.03999840359482345,0.0019051108865898155
64,16,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,26.35686347912997,0.5132641158998013,0.024225058344788577,0.00047175010652555265
64,17,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,37.36862846557051,4.50865042116493,0.035120891415009875,0.004237453403350498
64,18,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,11.827451293356717,0.0,0.02898885120920764,0.0
64,19,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,43.28627571556717,0.24221452325582504,0.021697381311061237,0.00012141078859941105
64,20,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,13.98823565337807,0.0,0.025068522676304782,0.0
64,21,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,8.968627698719501,0.0,0.024639087084394235,0.0
64,22,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,36.80000103265047,0.2456747330725193,0.021930870698838183,0.0001464092568966146
64,23,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,17.27451029419899,0.008073817007243633,0.02324967738115611,1.0866510103961821e-05
64,24,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,21.02745155338198,0.04728950001299381,0.029996364555466448,6.746005707987705e-05
64,25,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,13.043137623928487,0.0,0.02672774103264034,0.0
64,26,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,33.48627544473857,0.02191464602947235,0.020645052678630437,1.3510879179699353e-05
64,27,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,33.98823625314981,0.15109573304653168,0.02169000399052317,9.642356927028186e-05
64,28,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,11.760784626938403,0.08996538817882538,0.026729055970314552,0.0002044667913155122
64,29,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,27.54117724392563,0.04498269408941269,0.022950981036604694,3.748557840784391e-05
64,30,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,11.98431406263262,0.031141865998506546,0.023315786114071247,6.0587287934837636e-05
64,31,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,18.537255437113345,0.0,0.02078167649900599,0.0
64,32,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,16.43529454432428,0.04498269408941269,0.022452588175306393,6.145176788171132e-05
64,33,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,14.619608224369586,0.09803920798003674,0.02350419328676782,0.00015761930543414267
64,34,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,10.168627731502056,0.0,0.02017584867361519,0.0
64,35,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,28.635294878855348,1.356401308439672,0.03928023988869046,0.0018606327962135418
64,36,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,18.890196583233774,0.0,0.023731402742755998,0.0
65,1,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,10.988235597498715,0.0,0.02399178078056488,0.0
