ImageNumber,ObjectNumber,Metadata_C,Metadata_ChannelName,Metadata_ColorFormat,Metadata_Concentration,Metadata_Concentration,Metadata_Experiment_Number,Metadata_FileLocation,Metadata_Frame,Metadata_LPS,Metadata_Plate,Metadata_Series,Metadata_Site,Metadata_SizeC,Metadata_SizeT,Metadata_SizeX,Metadata_SizeY,Metadata_SizeZ,Metadata_T,Metadata_Well,Metadata_Z
40,37,nan,nan,nan,100ugmL,100ugmL,2,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
40,38,nan,nan,nan,100ugmL,100ugmL,2,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
41,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
41,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
41,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
41,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
41,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
41,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
41,7,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,7,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,8,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,9,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,10,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,11,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,12,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,13,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,14,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,15,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
42,16,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,7,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,8,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,9,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,10,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,11,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,12,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,13,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,14,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,15,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,16,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,17,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,18,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,19,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,20,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,21,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,22,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,23,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,24,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,25,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,26,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,27,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
43,28,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,7,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,8,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,9,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,10,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,11,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,12,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,13,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,14,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,15,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,16,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,17,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,18,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,19,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,20,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,21,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,22,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,23,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,24,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
44,25,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
45,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
45,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
45,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
45,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
45,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
45,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
45,7,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
45,8,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
45,9,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
46,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
46,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
47,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
47,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
47,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
47,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
47,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
47,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
47,7,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
47,8,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
47,9,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
48,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
48,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
48,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
48,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
48,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
48,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
49,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
49,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
49,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
49,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
49,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
50,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
50,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
50,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
50,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan
51,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,7,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,8,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,9,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,10,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,11,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,12,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,13,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,14,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,15,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,16,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,17,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,18,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,19,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,20,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,21,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,22,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,23,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,24,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
51,25,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,7,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,8,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,9,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,10,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,11,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,12,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,13,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,14,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,15,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,16,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,17,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,18,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,19,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,20,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
52,21,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
53,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
53,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
53,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
53,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
53,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
53,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,7,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,8,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,9,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,10,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,11,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,12,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,13,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,14,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,15,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,16,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,17,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
54,18,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
55,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
55,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
55,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
55,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
55,5,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
55,6,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
55,7,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
55,8,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
55,9,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
55,10,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
56,1,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
56,2,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
56,3,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
56,4,nan,nan,nan,100ugmL,100ugmL,3,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,2,nan
