ImageNumber,ObjectNumber,Metadata_C,Metadata_ChannelName,Metadata_ColorFormat,Metadata_Concentration,Metadata_Concentration,Metadata_Experiment_Number,Metadata_FileLocation,Metadata_Frame,Metadata_LPS,Metadata_Plate,Metadata_Series,Metadata_Site,Metadata_SizeC,Metadata_SizeT,Metadata_SizeX,Metadata_SizeY,Metadata_SizeZ,Metadata_T,Metadata_Well,Metadata_Z,Intensity_IntegratedIntensity_GFP,Intensity_IntegratedIntensity_GFP_aftermath,Intensity_MeanIntensity_GFP,Intensity_MeanIntensity_GFP_aftermath,Intensity_MedianIntensity_GFP,Intensity_MedianIntensity_GFP_aftermath
7,12,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,9.333333612419665,1.1198258008807898,0.015275505093976538,0.0018327754515233875,0.007843137718737125,0.0
7,13,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,2.8941177763044834,0.0,0.0030021968633863936,0.0,0.0,0.0
7,14,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,27.509804698638618,10.241830706596375,0.024259087035836523,0.009031596743030312,0.007843137718737125,0.0
7,15,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,257.7882395423949,196.59477655775845,0.08091281843766318,0.061705830683540006,0.007843137718737125,0.0
7,16,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,6.619608103297651,0.1263616681098938,0.004789875617436795,9.143391324883778e-05,0.0,0.0
7,17,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,28.537255617789924,19.206972613930702,0.036168891784271136,0.024343438040469838,0.0,0.0
7,18,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,24.780392663553357,12.734205247834325,0.03456121710397958,0.017760397835194317,0.007843137718737125,0.0
7,19,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,14.35294159129262,4.045751761645079,0.014043974159777515,0.003958661214916907,0.0,0.0
7,20,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,14.000000378116965,5.0806102734059095,0.019099591238904454,0.006931255488957584,0.007843137718737125,0.0
8,1,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,8.454902306199074,0.010893246158957481,0.004834135109319081,6.228271102891642e-06,0.0,0.0
8,2,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,43.709805054590106,18.00000087916851,0.024310236404110182,0.010011123959493053,0.007843137718737125,0.0
8,3,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,5.450980631634593,0.0,0.0033585832604033227,0.0,0.0,0.0
8,4,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,25.91764787491411,7.8213509656488895,0.005715027094799142,0.001724663939503614,0.0,0.0
8,5,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,12.572549414820969,3.4880176931619644,0.013636170731909945,0.0037830994502841262,0.0,0.0
8,6,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,234.53725755773485,197.0152539741248,0.20011711395711165,0.16810175253764914,0.03921568766236305,0.0
8,7,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,307.91373211238533,205.95643528737128,0.06396213795438001,0.04278280749633803,0.007843137718737125,0.0
