ImageNumber,ObjectNumber,Metadata_C,Metadata_ChannelName,Metadata_ColorFormat,Metadata_Concentration,Metadata_Concentration,Metadata_Experiment_Number,Metadata_FileLocation,Metadata_Frame,Metadata_LPS,Metadata_Plate,Metadata_Series,Metadata_Site,Metadata_SizeC,Metadata_SizeT,Metadata_SizeX,Metadata_SizeY,Metadata_SizeZ,Metadata_T,Metadata_Well,Metadata_Z,Intensity_IntegratedIntensity_GFP,Intensity_IntegratedIntensity_GFP_aftermath,Intensity_MeanIntensity_GFP,Intensity_MeanIntensity_GFP_aftermath,Intensity_MedianIntensity_GFP,Intensity_MedianIntensity_GFP_aftermath
76,1,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,67.58039397280663,2.1937714889645576,0.06351540786917917,0.0020618153091772158,0.05882352963089943,0.0
76,2,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,58.29804077744484,10.981545290909708,0.07153133837723293,0.013474288700502709,0.0470588244497776,0.0
76,3,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,27.360785011202097,0.0530565120279789,0.04065495544012199,7.883582767901768e-05,0.03921568766236305,0.0
76,4,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,86.93333563953638,1.1822375217452645,0.03851720675212068,0.0005238092697143396,0.027450980618596077,0.0
76,5,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,62.368628985248506,5.013840572908521,0.0538124495127252,0.004326005671189405,0.03921568766236305,0.0
76,6,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,114.20000267680734,26.626297313719988,0.05321528549711432,0.01240740788150978,0.027450980618596077,0.0
76,7,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,58.654903296381235,14.121107066981494,0.06273251689452539,0.01510278830693208,0.0470588244497776,0.0
76,8,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,78.50588446483016,0.545559355057776,0.04813358949407122,0.0003344937799250619,0.03921568766236305,0.0
76,9,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,173.592161484994,25.14417399931699,0.07944721349427643,0.011507631120968875,0.05882352963089943,0.0
76,10,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,247.23530071601272,8.971164510585368,0.0416993254707392,0.0015130990910078206,0.027450980618596077,0.0
76,11,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,40.4588246839121,2.8408303493633866,0.0601171243445945,0.004221144649871302,0.0470588244497776,0.0
76,12,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,55.69804066233337,2.7554784482344985,0.0680073756560847,0.0033644425497368724,0.05882352963089943,0.0
76,13,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,35.67451073322445,0.126874266192317,0.04109966674334614,0.00014616850943815324,0.03921568766236305,0.0
76,14,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,82.04706097580492,12.414071295410395,0.0750659295295562,0.011357796244657268,0.05882352963089943,0.0
76,15,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,41.776471728459,0.3460207339376211,0.0493811722558617,0.0004090079597371408,0.03921568766236305,0.0
76,16,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,90.10588476806879,1.0876585328951478,0.04327852294335677,0.0005224104384702919,0.03921568766236305,0.0
76,17,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,160.09804349206388,14.408304080367088,0.04999938897316174,0.004499782660951621,0.03921568766236305,0.0
76,18,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,56.8392172139138,1.7543251980096102,0.04005582608450585,0.001236310921782671,0.027450980618596077,0.0
76,19,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,59.05882513150573,0.9688580669462681,0.05711685215812933,0.0009370000647449401,0.0470588244497776,0.0
76,20,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,55.180393629707396,8.896193557418883,0.07175603853017867,0.011568522181298937,0.0470588244497776,0.0
76,21,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,52.63137385249138,9.07497108913958,0.06449923266236689,0.01112128809943576,0.0470588244497776,0.0
76,22,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,182.164709078148,107.39215557370335,0.1935863008269373,0.11412556384027986,0.09803921729326248,0.0
76,23,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,112.71764997951686,5.115340099669993,0.04276086873274539,0.0019405690818171445,0.027450980618596077,0.0
76,24,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,54.870589721016586,1.0288349948823452,0.05342803283448548,0.0010017867525631404,0.0470588244497776,0.0
76,25,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,39.490197154693305,0.9653978897258639,0.041877197406885794,0.0010237517388397284,0.027450980618596077,0.0
76,26,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,369.70980983320624,260.30449546314776,0.2654054629096958,0.18686611303887132,0.13725490868091583,0.0
76,27,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,93.08235550671816,5.356401109136641,0.06639255029009855,0.003820542873849245,0.05882352963089943,0.0
76,28,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,48.56078564468771,3.5997691731899977,0.06372806515050881,0.00472410652649606,0.0470588244497776,0.0
76,29,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,66.21960965264589,4.058823366649449,0.06030929840860281,0.003696560443214434,0.0470588244497776,0.0
76,30,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,50.58823665510863,0.9480968052521348,0.05018674271340142,0.0009405722274326734,0.03921568766236305,0.0
76,31,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,58.858825077302754,1.2998845635447651,0.052788183925832066,0.0011658157520580852,0.0470588244497776,0.0
77,1,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,34.941177402623,0.03806228004395962,0.038270730999587076,4.1689244297874715e-05,0.027450980618596077,0.0
77,2,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,44.74117764830589,0.5490195555612445,0.043438036551753295,0.0005330286947196548,0.03921568766236305,0.0
77,3,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,66.1921586599201,3.9042674070224166,0.059100141660642945,0.0034859530419843006,0.0470588244497776,0.0
77,4,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,113.28235550783575,48.19607752468437,0.11583062935361528,0.04928024286777543,0.06666667014360428,0.0
77,5,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,77.3568648416549,0.32179927453398705,0.038257598833657216,0.00015914899828584918,0.027450980618596077,0.0
77,6,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,78.44313929695636,7.747404634952545,0.05688407490714747,0.005618132440139627,0.03921568766236305,0.0
77,7,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,54.627452434040606,0.3840830083936453,0.045484972884296926,0.0003198026714351751,0.03921568766236305,0.0
77,8,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,25.24313794914633,0.13956169690936804,0.036744014482017945,0.00020314657483168564,0.027450980618596077,0.0
77,9,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,182.10588635876775,108.4694334063679,0.22621849237114006,0.13474463777188558,0.13725490868091583,0.0
77,10,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,52.486275961622596,0.5605536000803113,0.04478351191264727,0.00047828805467603356,0.03921568766236305,0.0
77,11,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,54.509805341251194,0.08419837709516287,0.042619081580337136,6.58314128969217e-05,0.03921568766236305,0.0
77,12,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,26.972549732774496,0.09919260814785957,0.03858733867349713,0.00014190644942469182,0.027450980618596077,0.0
77,13,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,84.96470821183175,2.493656150298193,0.05075550072391383,0.0014896392773585383,0.03921568766236305,0.0
77,14,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,43.32156976033002,0.6966551039367914,0.03796807165673095,0.0006105653846948216,0.027450980618596077,0.0
77,15,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,66.39608021173626,2.4694347018375993,0.04698944105572276,0.0017476537167994332,0.03921568766236305,0.0
77,16,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,72.55686464905739,0.6355247478932142,0.03606205996474025,0.0003158671709210806,0.027450980618596077,0.0
77,17,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,53.360785407945514,16.64244504738599,0.06661770962290327,0.020777084953041185,0.03921568766236305,0.0
77,18,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,47.14117772877216,0.13610148895531893,0.0393170790064822,0.00011351250121377725,0.027450980618596077,0.0
77,19,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,47.01568754389882,3.138408113270998,0.0704882871722621,0.0047052595401364285,0.05882352963089943,0.0
77,20,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,39.15686373412609,0.30911185313016176,0.04045130551046084,0.0003193304267873572,0.03921568766236305,0.0
77,21,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,25.898039920255542,0.09342559706419706,0.04822726242133248,0.00017397690328528316,0.03921568766236305,0.0
77,22,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,34.16470680013299,0.9677046779543161,0.042440629565382595,0.0012021176123656102,0.027450980618596077,0.0
77,23,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,27.254902676679194,0.1095732320100069,0.04055789088791547,0.000163055404776796,0.03921568766236305,0.0
78,1,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,29.447059552185237,0.0,0.042127409945901625,0.0,0.03921568766236305,0.0
78,2,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,42.78039328381419,0.32179929316043854,0.04655102642417214,0.00035016245175238143,0.03921568766236305,0.0
78,3,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,95.48627704940736,2.239907524548471,0.057521853644221306,0.001349341882258115,0.0470588244497776,0.0
78,4,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,48.43529544305056,2.209919118322432,0.04693342581690946,0.002141394494498481,0.027450980618596077,0.0
78,5,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,30.658824373967946,0.008073817007243633,0.02789701944856046,7.346512290485563e-06,0.019607843831181526,0.0
78,6,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,83.04706106241792,2.141868367791176,0.04336661152084487,0.0011184691215619716,0.03921568766236305,0.0
78,7,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,67.58039389830083,3.6724334582686424,0.06448510868158476,0.0035042303991113,0.0470588244497776,0.0
78,8,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,43.38823649473488,0.4728950234130025,0.031786253842296615,0.0003464432405956062,0.019607843831181526,0.0
78,9,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,248.42353621963412,33.85351652186364,0.07013651502530607,0.009557740407076127,0.0470588244497776,0.0
78,10,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,77.29804134648293,1.653979112394154,0.0422393668560016,0.0009038137226197563,0.027450980618596077,0.0
78,11,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,43.71372660808265,0.7854670584201813,0.051549205905757844,0.0009262583236087043,0.03921568766236305,0.0
78,12,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,41.329412885941565,0.1903113992884755,0.042086978498922165,0.00019379979560944555,0.03921568766236305,0.0
78,13,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,143.6627488192171,65.37254760134965,0.19519395220002322,0.08882139619748594,0.1764705926179886,0.031141865998506546
78,14,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,40.10588344745338,0.35986155550926924,0.04456209271939265,0.00039984617278807696,0.03921568766236305,0.0
78,15,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,34.52156950905919,0.4417531294748187,0.03954360768506207,0.0005060173304408004,0.027450980618596077,0.0
79,1,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,74.47451136540622,23.076124378480017,0.08929797525828083,0.027669213883069563,0.05882352963089943,0.0
79,2,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,199.4705935223028,6.417531239800155,0.0498676483805757,0.0016043828099500388,0.03921568766236305,0.0
79,3,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,46.66666785441339,2.521337792277336,0.06156552487389629,0.003326303156038702,0.0470588244497776,0.0
79,4,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,41.717648196965456,0.4821222173050046,0.044665576228014404,0.0005161908108190627,0.03921568766236305,0.0
79,5,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,29.392157657071948,0.26182237081229687,0.04259732993778543,0.00037945271132216936,0.03921568766236305,0.0
79,6,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,223.55294555518776,130.09457759186625,0.22400094745008794,0.13035528816820266,0.14901961386203766,0.0
79,7,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,84.89804149977863,1.8673585895448923,0.04961896054925694,0.001091384330534712,0.03921568766236305,0.0
79,8,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,83.91764934174716,1.866205240599811,0.03792031149649668,0.0008432920201535523,0.027450980618596077,0.0
79,9,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,67.8313743872568,3.453286967240274,0.06676316376698505,0.00339890449531523,0.05882352963089943,0.0
79,10,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,37.04705981723964,0.5420991405844688,0.05570986438682653,0.0008151866775706299,0.0470588244497776,0.0
79,11,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,42.89411877654493,0.26066895201802254,0.04394889218908292,0.0002670788442807608,0.03921568766236305,0.0
79,12,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,38.67451083287597,0.2871972033753991,0.047628707922261045,0.00035369113716182156,0.03921568766236305,0.0
79,13,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,100.17255162913352,10.056516604498029,0.047073567494893574,0.004725806675046066,0.03921568766236305,0.0
79,14,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,41.79607954714447,0.40138404350727797,0.051536472931127585,0.0004949248378634747,0.0470588244497776,0.0
80,1,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,35.64705972932279,0.9181084027513862,0.04203662703929575,0.001082675003244559,0.027450980618596077,0.0
80,2,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,55.68235444277525,0.4786620093509555,0.04486893992165612,0.00038570669568973047,0.03921568766236305,0.0
80,3,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,24.392157521098852,0.05997692607343197,0.03770039802333671,9.27000402989675e-05,0.027450980618596077,0.0
80,4,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,36.17647155281156,0.44521335791796446,0.042311662634867325,0.0005207173776818298,0.03921568766236305,0.0
80,5,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,38.086275393143296,8.494809679687023,0.05071408174852636,0.011311331131407488,0.03921568766236305,0.0
80,6,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,39.75686378404498,1.2029987769201398,0.04902202686072131,0.0014833523759804437,0.03921568766236305,0.0
80,7,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,51.93725622538477,8.038062207400799,0.06280200269091266,0.00971954317702636,0.0470588244497776,0.0
80,8,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,85.47451191674918,18.366781706921756,0.06193805211358636,0.01330926210646504,0.03921568766236305,0.0
80,9,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,61.42745259869844,5.186850949190557,0.0595227253863357,0.005026018361618757,0.0470588244497776,0.0
80,10,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,34.678432303480804,0.08881198707967997,0.035494813002539205,9.090275033744111e-05,0.027450980618596077,0.0
80,11,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,38.51372652128339,0.5397923300042748,0.04342021028329582,0.0006085595603204903,0.03921568766236305,0.0
80,12,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,32.95686359051615,0.016147634014487267,0.03909473735529793,1.9154963243757137e-05,0.03921568766236305,0.0
80,13,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,27.580392885021865,0.12802769243717194,0.03722050321865299,0.00017277691287067738,0.027450980618596077,0.0
80,14,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,37.83137353695929,0.12802766915410757,0.03948995149995751,0.0001336405732297574,0.03921568766236305,0.0
80,15,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,28.733334098942578,0.03921568300575018,0.03877642928332332,5.292264913056705e-05,0.027450980618596077,0.0
80,16,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,25.69803991355002,0.1683967551216483,0.04059721945268566,0.00026602962894415217,0.027450980618596077,0.0
80,17,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,181.8000048585236,62.57439310196787,0.13804100596698832,0.047512826956695425,0.09803921729326248,0.0
80,18,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,41.02353049442172,1.088811936788261,0.03925696698030787,0.0010419252983619723,0.027450980618596077,0.0
80,19,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,48.62353065703064,0.27796998620033264,0.04329789016654554,0.00024752447569041197,0.03921568766236305,0.0
80,20,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,32.55294199567288,0.1361014861613512,0.03875350237580105,0.00016202557876351335,0.027450980618596077,0.0
80,21,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,64.3215703619644,1.0865051504224539,0.045747916331411384,0.0007727632648808349,0.03921568766236305,0.0
80,22,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,23.05882413405925,0.07035754900425673,0.034884756632464826,0.00010644107262368642,0.027450980618596077,0.0
80,23,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,70.46274695079774,1.7912340546026826,0.04505290725754331,0.0011452903162421245,0.03921568766236305,0.0
80,24,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,54.49019749928266,3.472894862294197,0.05520790020190745,0.003518637145181557,0.03921568766236305,0.0
80,25,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,86.26274696737528,33.57324054650962,0.09574111761084937,0.03726219816482755,0.0470588244497776,0.0
80,26,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,48.52549146767706,2.9884658847004175,0.05735873695942915,0.0035324655847522664,0.0470588244497776,0.0
80,27,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,30.776471400633454,0.19261820521205664,0.04120009558317732,0.00025785569640168223,0.03921568766236305,0.0
80,28,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,69.36078616417944,0.11995385121554136,0.032748246536439776,5.6635434945959094e-05,0.027450980618596077,0.0
80,29,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,41.51372653990984,0.23529409430921078,0.04126612976134179,0.00023389074981034868,0.03921568766236305,0.0
80,30,nan,nan,nan,100ugmL,100ugmL,1,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,2,nan,43.56078549195081,0.5859284363687038,0.044314125627620354,0.0005960614815551412,0.03921568766236305,0.0
81,1,nan,nan,nan,100ugmL,100ugmL,2,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,21.745098599232733,0.0,0.03473657923200117,0.0,0.027450980618596077,0.0
81,2,nan,nan,nan,100ugmL,100ugmL,2,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,30.74902039486915,0.0438292920589447,0.036475706280983566,5.1992042774548876e-05,0.027450980618596077,0.0
81,3,nan,nan,nan,100ugmL,100ugmL,2,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,31.094118448905647,0.0530565120279789,0.040121443159878256,6.846001551997278e-05,0.03921568766236305,0.0
81,4,nan,nan,nan,100ugmL,100ugmL,2,nan,0,041GFP_wo,nan,0,nan,1,1,nan,nan,1,nan,1,nan,35.77647155057639,0.04498269408941269,0.029518540883313852,3.7114434067172184e-05,0.019607843831181526,0.0
